acm_id,Full.Name,Home.Address,School.Address,School,Commute.Time,Mode,Stutus,Commute.Rank
4,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,42.41666667,driving,OK,23
4,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,42.68333333,driving,OK,24
4,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,44.35,driving,OK,25
4,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,55.28333333,driving,OK,26
5,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,4.866666667,driving,OK,1
5,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,5.833333333,driving,OK,2
5,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,7.4,driving,OK,3
5,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,8.183333333,driving,OK,4
5,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,8.45,driving,OK,5
5,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,8.716666667,driving,OK,6
5,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,8.783333333,driving,OK,7
5,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,8.85,driving,OK,8
5,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,9.4,driving,OK,9
5,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,13.53333333,driving,OK,10
5,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,14.11666667,driving,OK,11
5,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,16.55,driving,OK,12
5,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,19.46666667,driving,OK,13
5,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,20.73333333,driving,OK,14
5,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,24.46666667,driving,OK,15
5,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,26.56666667,driving,OK,16
5,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,29.11666667,driving,OK,17
5,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,30.63333333,driving,OK,18
5,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,31.43333333,driving,OK,19
5,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,34.18333333,driving,OK,20
5,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,41.25,driving,OK,21
5,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,42.75,driving,OK,22
5,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,44.85,driving,OK,23
5,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,47.3,driving,OK,24
5,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,50.08333333,driving,OK,25
5,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,51.58333333,driving,OK,26
6,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,17.43333333,driving,OK,1
6,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,28.71666667,driving,OK,2
6,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,29.05,driving,OK,3
6,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,32.41666667,driving,OK,4
