"or","de","Time","acm_id","sch_id"
"90017","1650+E.+104th+St.+Los+Angeles+CA+90002",1212,162,17
"90017","1200+Plaza+del+Sol+Los+Angeles+CA+90033",618,162,18
"90017","4505+S.+Raymond+Ave.+Los+Angeles+CA+90037",794,162,20
"90017","3201+W.+8th+St.+Los+Angeles+CA+90010",541,162,21
"90017","1700+W+46TH+ST+Los+Angeles+CA+90062",954,162,22
"90017","456+S+Mathews+St+Los+Angeles+CA+90033",816,162,23
"90017","1921+S+Maple+Ave.+Los+Angeles+CA+90011",516,162,25
"90017","725+S.+Indiana+St.+Los+Angeles+CA+90023",955,162,26
"90017","152+N.+Vermont+Ave.+Los+Angeles+CA+90004",631,162,27
"90017","144+E+118th+St+Los+Angeles+CA+90061",1089,162,28
"90017","1940+E+111TH+St.+LOS+ANGELES+CA+90059",1145,162,29
"90017","322+LUCAS+AVELOS+ANGELES+CA+90017",185,162,30
"90017","322+LUCAS+AVELOS+ANGELES+CA+90017",185,162,31
"90017","322+LUCAS+AVELOS+ANGELES+CA+90017",185,162,32
"90017","322+LUCAS+AVELOS+ANGELES+CA+90017",185,162,33
"90002","147+E.+107th+Street+Los+Angeles+CA+90003",471,115,1
"90002","10915+S.+Mc+Kinley+Ave.+Los+Angeles+CA+90059",370,115,2
"90002","405+E+122nd+St+Los+Angeles+Ca+90061",591,115,3
"90002","330+E.+93rd+St+Los+Angeles+CA+90003",338,115,4
"90002","1575+W+2nd.+ST+Los+Angeles+CA+90026",2034,115,5
"90002","1575+W+2nd.+ST+Los+Angeles+CA+90026",2034,115,24
"90002","4410+McKinley+Ave+Los+Angeles+CA+90011",882,115,6
"90002","3500+S.+Hill+St.+Los+Angeles+CA+90007",1157,115,8
"90002","1515+E.+104th+St.+Los+Angeles+CA+90002",256,115,9
"90002","234+E+112TH+ST+LOS+ANGELES+CA+90061",512,115,10
"90002","2510+E.+Sixth+St.+Los+Angeles+CA+90023",1654,115,11
"90002","1319+E+41st+St.+Los+Angeles+Ca+90011",959,115,12
"90002","1319+E+41st+St.+Los+Angeles+Ca+90011",959,115,19
"90002","650+S.+Union+Ave.+Los+Angeles+CA+90017",1787,115,13
"90002","2265+E.+103rd+St+Los+Angeles+CA+90002",420,115,14
"90002","325+E+111th+St+Los+Angeles+CA+90061",455,115,15
"90002","4131+S+Vermont+Ave+Los+Angeles+Ca+90037",1234,115,16
"90002","1650+E.+104th+St.+Los+Angeles+CA+90002",238,115,17
"90002","1200+Plaza+del+Sol+Los+Angeles+CA+90033",1853,115,18
"90002","4505+S.+Raymond+Ave.+Los+Angeles+CA+90037",1274,115,20
"90002","3201+W.+8th+St.+Los+Angeles+CA+90010",1942,115,21
"90002","1700+W+46TH+ST+Los+Angeles+CA+90062",1347,115,22
"90002","456+S+Mathews+St+Los+Angeles+CA+90033",1657,115,23
"90002","1921+S+Maple+Ave.+Los+Angeles+CA+90011",1354,115,25
"90002","725+S.+Indiana+St.+Los+Angeles+CA+90023",1657,115,26
"90002","152+N.+Vermont+Ave.+Los+Angeles+CA+90004",2328,115,27
"90002","144+E+118th+St+Los+Angeles+CA+90061",581,115,28
"90002","1940+E+111TH+St.+LOS+ANGELES+CA+90059",461,115,29
"90002","322+LUCAS+AVELOS+ANGELES+CA+90017",1957,115,30
"90002","322+LUCAS+AVELOS+ANGELES+CA+90017",1957,115,31
"90002","322+LUCAS+AVELOS+ANGELES+CA+90017",1957,115,32
"90002","322+LUCAS+AVELOS+ANGELES+CA+90017",1957,115,33
"90660","147+E.+107th+Street+Los+Angeles+CA+90003",1732,34,1
"90660","10915+S.+Mc+Kinley+Ave.+Los+Angeles+CA+90059",1655,34,2
"90660","405+E+122nd+St+Los+Angeles+Ca+90061",1644,34,3
"90660","330+E.+93rd+St+Los+Angeles+CA+90003",1827,34,4
"90660","1575+W+2nd.+ST+Los+Angeles+CA+90026",2032,34,5
"90660","1575+W+2nd.+ST+Los+Angeles+CA+90026",2032,34,24
"90660","4410+McKinley+Ave+Los+Angeles+CA+90011",1926,34,6
"90660","3500+S.+Hill+St.+Los+Angeles+CA+90007",1876,34,8
"90660","1515+E.+104th+St.+Los+Angeles+CA+90002",1606,34,9
"90660","234+E+112TH+ST+LOS+ANGELES+CA+90061",1655,34,10
"90660","2510+E.+Sixth+St.+Los+Angeles+CA+90023",1258,34,11
"90660","1319+E+41st+St.+Los+Angeles+Ca+90011",1719,34,12
"90660","1319+E+41st+St.+Los+Angeles+Ca+90011",1719,34,19
"90660","650+S.+Union+Ave.+Los+Angeles+CA+90017",2101,34,13
"90660","2265+E.+103rd+St+Los+Angeles+CA+90002",1633,34,14
"90660","325+E+111th+St+Los+Angeles+CA+90061",1641,34,15
"90660","4131+S+Vermont+Ave+Los+Angeles+Ca+90037",2080,34,16
"90660","1650+E.+104th+St.+Los+Angeles+CA+90002",1574,34,17
"90660","1200+Plaza+del+Sol+Los+Angeles+CA+90033",1385,34,18
"90660","4505+S.+Raymond+Ave.+Los+Angeles+CA+90037",2219,34,20
"90660","3201+W.+8th+St.+Los+Angeles+CA+90010",2206,34,21
"90660","1700+W+46TH+ST+Los+Angeles+CA+90062",2346,34,22
"90660","456+S+Mathews+St+Los+Angeles+CA+90033",1246,34,23
"90660","1921+S+Maple+Ave.+Los+Angeles+CA+90011",1627,34,25
"90660","725+S.+Indiana+St.+Los+Angeles+CA+90023",983,34,26
"90660","152+N.+Vermont+Ave.+Los+Angeles+CA+90004",2226,34,27
"90660","144+E+118th+St+Los+Angeles+CA+90061",1745,34,28
"90660","1940+E+111TH+St.+LOS+ANGELES+CA+90059",1429,34,29
"90660","322+LUCAS+AVELOS+ANGELES+CA+90017",1852,34,30
"90660","322+LUCAS+AVELOS+ANGELES+CA+90017",1852,34,31
"90660","322+LUCAS+AVELOS+ANGELES+CA+90017",1852,34,32
"90660","322+LUCAS+AVELOS+ANGELES+CA+90017",1852,34,33
"90063","147+E.+107th+Street+Los+Angeles+CA+90003",1639,163,1
"90063","10915+S.+Mc+Kinley+Ave.+Los+Angeles+CA+90059",1542,163,2
"90063","405+E+122nd+St+Los+Angeles+Ca+90061",1510,163,3
"90063","330+E.+93rd+St+Los+Angeles+CA+90003",1743,163,4
"90063","1575+W+2nd.+ST+Los+Angeles+CA+90026",1468,163,5
"90063","1575+W+2nd.+ST+Los+Angeles+CA+90026",1468,163,24
"90063","4410+McKinley+Ave+Los+Angeles+CA+90011",1337,163,6
"90063","3500+S.+Hill+St.+Los+Angeles+CA+90007",1299,163,8
"90063","1515+E.+104th+St.+Los+Angeles+CA+90002",1478,163,9
"90063","234+E+112TH+ST+LOS+ANGELES+CA+90061",1553,163,10
"90063","2510+E.+Sixth+St.+Los+Angeles+CA+90023",469,163,11
"90063","1319+E+41st+St.+Los+Angeles+Ca+90011",1155,163,12
"90063","1319+E+41st+St.+Los+Angeles+Ca+90011",1155,163,19
"90063","650+S.+Union+Ave.+Los+Angeles+CA+90017",1385,163,13
"90063","2265+E.+103rd+St+Los+Angeles+CA+90002",1480,163,14
"90063","325+E+111th+St+Los+Angeles+CA+90061",1563,163,15
"90063","4131+S+Vermont+Ave+Los+Angeles+Ca+90037",1472,163,16
"90063","1650+E.+104th+St.+Los+Angeles+CA+90002",1461,163,17
"90063","1200+Plaza+del+Sol+Los+Angeles+CA+90033",667,163,18
"90063","4505+S.+Raymond+Ave.+Los+Angeles+CA+90037",1639,163,20
"90063","3201+W.+8th+St.+Los+Angeles+CA+90010",1645,163,21
"90063","1700+W+46TH+ST+Los+Angeles+CA+90062",1774,163,22
"90063","456+S+Mathews+St+Los+Angeles+CA+90033",448,163,23
"90063","1921+S+Maple+Ave.+Los+Angeles+CA+90011",1056,163,25
"90063","725+S.+Indiana+St.+Los+Angeles+CA+90023",401,163,26
"90063","152+N.+Vermont+Ave.+Los+Angeles+CA+90004",1518,163,27
"90063","144+E+118th+St+Los+Angeles+CA+90061",1644,163,28
"90063","1940+E+111TH+St.+LOS+ANGELES+CA+90059",1356,163,29
"90063","322+LUCAS+AVELOS+ANGELES+CA+90017",1367,163,30
"90063","322+LUCAS+AVELOS+ANGELES+CA+90017",1367,163,31
"90063","322+LUCAS+AVELOS+ANGELES+CA+90017",1367,163,32
"90063","322+LUCAS+AVELOS+ANGELES+CA+90017",1367,163,33
"91706","147+E.+107th+Street+Los+Angeles+CA+90003",2399,37,1
"91706","10915+S.+Mc+Kinley+Ave.+Los+Angeles+CA+90059",2326,37,2
"91706","405+E+122nd+St+Los+Angeles+Ca+90061",2318,37,3
"91706","330+E.+93rd+St+Los+Angeles+CA+90003",2481,37,4
"91706","1575+W+2nd.+ST+Los+Angeles+CA+90026",2081,37,5
"91706","1575+W+2nd.+ST+Los+Angeles+CA+90026",2081,37,24
"91706","4410+McKinley+Ave+Los+Angeles+CA+90011",2019,37,6
"91706","3500+S.+Hill+St.+Los+Angeles+CA+90007",1916,37,8
"91706","1515+E.+104th+St.+Los+Angeles+CA+90002",2286,37,9
"91706","234+E+112TH+ST+LOS+ANGELES+CA+90061",2348,37,10
"91706","2510+E.+Sixth+St.+Los+Angeles+CA+90023",1304,37,11
"91706","1319+E+41st+St.+Los+Angeles+Ca+90011",1825,37,12
"91706","1319+E+41st+St.+Los+Angeles+Ca+90011",1825,37,19
"91706","650+S.+Union+Ave.+Los+Angeles+CA+90017",2045,37,13
"91706","2265+E.+103rd+St+Los+Angeles+CA+90002",2160,37,14
"91706","325+E+111th+St+Los+Angeles+CA+90061",2343,37,15
"91706","4131+S+Vermont+Ave+Los+Angeles+Ca+90037",2115,37,16
"91706","1650+E.+104th+St.+Los+Angeles+CA+90002",2116,37,17
"91706","1200+Plaza+del+Sol+Los+Angeles+CA+90033",1365,37,18
"91706","4505+S.+Raymond+Ave.+Los+Angeles+CA+90037",2300,37,20
"91706","3201+W.+8th+St.+Los+Angeles+CA+90010",2337,37,21
"91706","1700+W+46TH+ST+Los+Angeles+CA+90062",2487,37,22
"91706","456+S+Mathews+St+Los+Angeles+CA+90033",1299,37,23
"91706","1921+S+Maple+Ave.+Los+Angeles+CA+90011",1694,37,25
"91706","725+S.+Indiana+St.+Los+Angeles+CA+90023",1143,37,26
"91706","152+N.+Vermont+Ave.+Los+Angeles+CA+90004",2171,37,27
"91706","144+E+118th+St+Los+Angeles+CA+90061",2400,37,28
"91706","1940+E+111TH+St.+LOS+ANGELES+CA+90059",2129,37,29
"91706","322+LUCAS+AVELOS+ANGELES+CA+90017",2011,37,30
"91706","322+LUCAS+AVELOS+ANGELES+CA+90017",2011,37,31
"91706","322+LUCAS+AVELOS+ANGELES+CA+90017",2011,37,32
"91706","322+LUCAS+AVELOS+ANGELES+CA+90017",2011,37,33
"90062","147+E.+107th+Street+Los+Angeles+CA+90003",907,38,1
"90062","10915+S.+Mc+Kinley+Ave.+Los+Angeles+CA+90059",1069,38,2
"90062","405+E+122nd+St+Los+Angeles+Ca+90061",1097,38,3
"90062","330+E.+93rd+St+Los+Angeles+CA+90003",986,38,4
"90062","1575+W+2nd.+ST+Los+Angeles+CA+90026",1471,38,5
"90062","1575+W+2nd.+ST+Los+Angeles+CA+90026",1471,38,24
"90062","4410+McKinley+Ave+Los+Angeles+CA+90011",633,38,6
"90062","3500+S.+Hill+St.+Los+Angeles+CA+90007",602,38,8
"90062","1515+E.+104th+St.+Los+Angeles+CA+90002",1169,38,9
"90062","234+E+112TH+ST+LOS+ANGELES+CA+90061",917,38,10
"90062","2510+E.+Sixth+St.+Los+Angeles+CA+90023",1411,38,11
"90062","1319+E+41st+St.+Los+Angeles+Ca+90011",812,38,12
"90062","1319+E+41st+St.+Los+Angeles+Ca+90011",812,38,19
"90062","650+S.+Union+Ave.+Los+Angeles+CA+90017",1237,38,13
"90062","2265+E.+103rd+St+Los+Angeles+CA+90002",1291,38,14
"90062","325+E+111th+St+Los+Angeles+CA+90061",988,38,15
"90062","4131+S+Vermont+Ave+Los+Angeles+Ca+90037",297,38,16
"90062","1650+E.+104th+St.+Los+Angeles+CA+90002",1150,38,17
"90062","1200+Plaza+del+Sol+Los+Angeles+CA+90033",1557,38,18
"90062","4505+S.+Raymond+Ave.+Los+Angeles+CA+90037",156,38,20
"90062","3201+W.+8th+St.+Los+Angeles+CA+90010",1102,38,21
"90062","1700+W+46TH+ST+Los+Angeles+CA+90062",57,38,22
"90062","456+S+Mathews+St+Los+Angeles+CA+90033",1384,38,23
"90062","1921+S+Maple+Ave.+Los+Angeles+CA+90011",901,38,25
"90062","725+S.+Indiana+St.+Los+Angeles+CA+90023",1500,38,26
"90062","152+N.+Vermont+Ave.+Los+Angeles+CA+90004",1462,38,27
"90062","144+E+118th+St+Los+Angeles+CA+90061",1006,38,28
"90062","1940+E+111TH+St.+LOS+ANGELES+CA+90059",1102,38,29
"90062","322+LUCAS+AVELOS+ANGELES+CA+90017",1418,38,30
"90062","322+LUCAS+AVELOS+ANGELES+CA+90017",1418,38,31
"90062","322+LUCAS+AVELOS+ANGELES+CA+90017",1418,38,32
"90062","322+LUCAS+AVELOS+ANGELES+CA+90017",1418,38,33
"90015","147+E.+107th+Street+Los+Angeles+CA+90003",959,39,1
"90015","10915+S.+Mc+Kinley+Ave.+Los+Angeles+CA+90059",1122,39,2
"90015","405+E+122nd+St+Los+Angeles+Ca+90061",1158,39,3
"90015","330+E.+93rd+St+Los+Angeles+CA+90003",1033,39,4
"90015","1575+W+2nd.+ST+Los+Angeles+CA+90026",740,39,5
"90015","1575+W+2nd.+ST+Los+Angeles+CA+90026",740,39,24
"90015","4410+McKinley+Ave+Los+Angeles+CA+90011",780,39,6
"90015","3500+S.+Hill+St.+Los+Angeles+CA+90007",417,39,8
"90015","1515+E.+104th+St.+Los+Angeles+CA+90002",1233,39,9
"90015","234+E+112TH+ST+LOS+ANGELES+CA+90061",978,39,10
"90015","2510+E.+Sixth+St.+Los+Angeles+CA+90023",603,39,11
"90015","1319+E+41st+St.+Los+Angeles+Ca+90011",603,39,12
"90015","1319+E+41st+St.+Los+Angeles+Ca+90011",603,39,19
"90015","650+S.+Union+Ave.+Los+Angeles+CA+90017",512,39,13
"90015","2265+E.+103rd+St+Los+Angeles+CA+90002",1358,39,14
"90015","325+E+111th+St+Los+Angeles+CA+90061",1054,39,15
"90015","4131+S+Vermont+Ave+Los+Angeles+Ca+90037",605,39,16
"90015","1650+E.+104th+St.+Los+Angeles+CA+90002",1211,39,17
"90015","1200+Plaza+del+Sol+Los+Angeles+CA+90033",791,39,18
"90015","4505+S.+Raymond+Ave.+Los+Angeles+CA+90037",773,39,20
"90015","3201+W.+8th+St.+Los+Angeles+CA+90010",750,39,21
"90015","1700+W+46TH+ST+Los+Angeles+CA+90062",917,39,22
"90015","456+S+Mathews+St+Los+Angeles+CA+90033",636,39,23
"90015","1921+S+Maple+Ave.+Los+Angeles+CA+90011",267,39,25
"90015","725+S.+Indiana+St.+Los+Angeles+CA+90023",706,39,26
"90015","152+N.+Vermont+Ave.+Los+Angeles+CA+90004",1006,39,27
"90015","144+E+118th+St+Los+Angeles+CA+90061",1076,39,28
"90015","1940+E+111TH+St.+LOS+ANGELES+CA+90059",1163,39,29
"90015","322+LUCAS+AVELOS+ANGELES+CA+90017",631,39,30
"90015","322+LUCAS+AVELOS+ANGELES+CA+90017",631,39,31
"90015","322+LUCAS+AVELOS+ANGELES+CA+90017",631,39,32
"90015","322+LUCAS+AVELOS+ANGELES+CA+90017",631,39,33
"90650","147+E.+107th+Street+Los+Angeles+CA+90003",1489,3,1
"90650","10915+S.+Mc+Kinley+Ave.+Los+Angeles+CA+90059",1365,3,2
"90650","405+E+122nd+St+Los+Angeles+Ca+90061",1359,3,3
"90650","330+E.+93rd+St+Los+Angeles+CA+90003",1571,3,4
"90650","1575+W+2nd.+ST+Los+Angeles+CA+90026",2243,3,5
"90650","1575+W+2nd.+ST+Los+Angeles+CA+90026",2243,3,24
"90650","4410+McKinley+Ave+Los+Angeles+CA+90011",1949,3,6
"90650","3500+S.+Hill+St.+Los+Angeles+CA+90007",1882,3,8
"90650","1515+E.+104th+St.+Los+Angeles+CA+90002",1339,3,9
"90650","234+E+112TH+ST+LOS+ANGELES+CA+90061",1405,3,10
"90650","2510+E.+Sixth+St.+Los+Angeles+CA+90023",1523,3,11
"90650","1319+E+41st+St.+Los+Angeles+Ca+90011",1959,3,12
"90650","1319+E+41st+St.+Los+Angeles+Ca+90011",1959,3,19
"90650","650+S.+Union+Ave.+Los+Angeles+CA+90017",2329,3,13
"90650","2265+E.+103rd+St+Los+Angeles+CA+90002",1389,3,14
"90650","325+E+111th+St+Los+Angeles+CA+90061",1390,3,15
"90650","4131+S+Vermont+Ave+Los+Angeles+Ca+90037",1953,3,16
"90650","1650+E.+104th+St.+Los+Angeles+CA+90002",1293,3,17
"90650","1200+Plaza+del+Sol+Los+Angeles+CA+90033",1614,3,18
"90650","4505+S.+Raymond+Ave.+Los+Angeles+CA+90037",2013,3,20
"90650","3201+W.+8th+St.+Los+Angeles+CA+90010",2458,3,21
"90650","1700+W+46TH+ST+Los+Angeles+CA+90062",2144,3,22
"90650","456+S+Mathews+St+Los+Angeles+CA+90033",1529,3,23
"90650","1921+S+Maple+Ave.+Los+Angeles+CA+90011",1893,3,25
"90650","725+S.+Indiana+St.+Los+Angeles+CA+90023",1264,3,26
"90650","152+N.+Vermont+Ave.+Los+Angeles+CA+90004",2492,3,27
"90650","144+E+118th+St+Los+Angeles+CA+90061",1476,3,28
"90650","1940+E+111TH+St.+LOS+ANGELES+CA+90059",1188,3,29
"90650","322+LUCAS+AVELOS+ANGELES+CA+90017",2100,3,30
"90650","322+LUCAS+AVELOS+ANGELES+CA+90017",2100,3,31
"90650","322+LUCAS+AVELOS+ANGELES+CA+90017",2100,3,32
"90650","322+LUCAS+AVELOS+ANGELES+CA+90017",2100,3,33
"90057","147+E.+107th+Street+Los+Angeles+CA+90003",1290,165,1
"90057","10915+S.+Mc+Kinley+Ave.+Los+Angeles+CA+90059",1461,165,2
"90057","405+E+122nd+St+Los+Angeles+Ca+90061",1479,165,3
"90057","330+E.+93rd+St+Los+Angeles+CA+90003",1385,165,4
"90057","1575+W+2nd.+ST+Los+Angeles+CA+90026",325,165,5
"90057","1575+W+2nd.+ST+Los+Angeles+CA+90026",325,165,24
"90057","4410+McKinley+Ave+Los+Angeles+CA+90011",1074,165,6
"90057","3500+S.+Hill+St.+Los+Angeles+CA+90007",883,165,8
"90057","1515+E.+104th+St.+Los+Angeles+CA+90002",1569,165,9
"90057","234+E+112TH+ST+LOS+ANGELES+CA+90061",1301,165,10
"90057","2510+E.+Sixth+St.+Los+Angeles+CA+90023",1048,165,11
"90057","1319+E+41st+St.+Los+Angeles+Ca+90011",1194,165,12
"90057","1319+E+41st+St.+Los+Angeles+Ca+90011",1194,165,19
"90057","650+S.+Union+Ave.+Los+Angeles+CA+90017",308,165,13
"90057","2265+E.+103rd+St+Los+Angeles+CA+90002",1703,165,14
"90057","325+E+111th+St+Los+Angeles+CA+90061",1378,165,15
"90057","4131+S+Vermont+Ave+Los+Angeles+Ca+90037",937,165,16
"90057","1650+E.+104th+St.+Los+Angeles+CA+90002",1554,165,17
"90057","1200+Plaza+del+Sol+Los+Angeles+CA+90033",794,165,18
"90057","4505+S.+Raymond+Ave.+Los+Angeles+CA+90037",1083,165,20
"90057","3201+W.+8th+St.+Los+Angeles+CA+90010",409,165,21
"90057","1700+W+46TH+ST+Los+Angeles+CA+90062",1245,165,22
"90057","456+S+Mathews+St+Los+Angeles+CA+90033",1029,165,23
"90057","1921+S+Maple+Ave.+Los+Angeles+CA+90011",825,165,25
"90057","725+S.+Indiana+St.+Los+Angeles+CA+90023",1192,165,26
"90057","152+N.+Vermont+Ave.+Los+Angeles+CA+90004",445,165,27
"90057","144+E+118th+St+Los+Angeles+CA+90061",1414,165,28
"90057","1940+E+111TH+St.+LOS+ANGELES+CA+90059",1499,165,29
"90057","322+LUCAS+AVELOS+ANGELES+CA+90017",362,165,30
"90057","322+LUCAS+AVELOS+ANGELES+CA+90017",362,165,31
"90057","322+LUCAS+AVELOS+ANGELES+CA+90017",362,165,32
"90057","322+LUCAS+AVELOS+ANGELES+CA+90017",362,165,33
"92705","147+E.+107th+Street+Los+Angeles+CA+90003",2803,47,1
"92705","10915+S.+Mc+Kinley+Ave.+Los+Angeles+CA+90059",2769,47,2
"92705","405+E+122nd+St+Los+Angeles+Ca+90061",2759,47,3
"92705","330+E.+93rd+St+Los+Angeles+CA+90003",2933,47,4
"92705","1575+W+2nd.+ST+Los+Angeles+CA+90026",3630,47,5
"92705","1575+W+2nd.+ST+Los+Angeles+CA+90026",3630,47,24
"92705","4410+McKinley+Ave+Los+Angeles+CA+90011",3257,47,6
"92705","3500+S.+Hill+St.+Los+Angeles+CA+90007",3167,47,8
"92705","1515+E.+104th+St.+Los+Angeles+CA+90002",2693,47,9
"92705","234+E+112TH+ST+LOS+ANGELES+CA+90061",2668,47,10
"92705","2510+E.+Sixth+St.+Los+Angeles+CA+90023",2883,47,11
"92705","1319+E+41st+St.+Los+Angeles+Ca+90011",3208,47,12
"92705","1319+E+41st+St.+Los+Angeles+Ca+90011",3208,47,19
"92705","650+S.+Union+Ave.+Los+Angeles+CA+90017",3480,47,13
"92705","2265+E.+103rd+St+Los+Angeles+CA+90002",2749,47,14
"92705","325+E+111th+St+Los+Angeles+CA+90061",2750,47,15
"92705","4131+S+Vermont+Ave+Los+Angeles+Ca+90037",3271,47,16
"92705","1650+E.+104th+St.+Los+Angeles+CA+90002",2692,47,17
"92705","1200+Plaza+del+Sol+Los+Angeles+CA+90033",3062,47,18
"92705","4505+S.+Raymond+Ave.+Los+Angeles+CA+90037",3299,47,20
"92705","3201+W.+8th+St.+Los+Angeles+CA+90010",3614,47,21
"92705","1700+W+46TH+ST+Los+Angeles+CA+90062",3429,47,22
"92705","456+S+Mathews+St+Los+Angeles+CA+90033",2893,47,23
"92705","1921+S+Maple+Ave.+Los+Angeles+CA+90011",3111,47,25
"92705","725+S.+Indiana+St.+Los+Angeles+CA+90023",2619,47,26
"92705","152+N.+Vermont+Ave.+Los+Angeles+CA+90004",3714,47,27
"92705","144+E+118th+St+Los+Angeles+CA+90061",2768,47,28
"92705","1940+E+111TH+St.+LOS+ANGELES+CA+90059",2577,47,29
"92705","322+LUCAS+AVELOS+ANGELES+CA+90017",3523,47,30
"92705","322+LUCAS+AVELOS+ANGELES+CA+90017",3523,47,31
"92705","322+LUCAS+AVELOS+ANGELES+CA+90017",3523,47,32
"92705","322+LUCAS+AVELOS+ANGELES+CA+90017",3523,47,33
"90001","147+E.+107th+Street+Los+Angeles+CA+90003",778,4,1
"90001","10915+S.+Mc+Kinley+Ave.+Los+Angeles+CA+90059",656,4,2
"90001","405+E+122nd+St+Los+Angeles+Ca+90061",855,4,3
"90001","330+E.+93rd+St+Los+Angeles+CA+90003",537,4,4
"90001","1575+W+2nd.+ST+Los+Angeles+CA+90026",1723,4,5
"90001","1575+W+2nd.+ST+Los+Angeles+CA+90026",1723,4,24
"90001","4410+McKinley+Ave+Los+Angeles+CA+90011",701,4,6
"90001","3500+S.+Hill+St.+Los+Angeles+CA+90007",1015,4,8
"90001","1515+E.+104th+St.+Los+Angeles+CA+90002",473,4,9
"90001","234+E+112TH+ST+LOS+ANGELES+CA+90061",818,4,10
"90001","2510+E.+Sixth+St.+Los+Angeles+CA+90023",1328,4,11
"90001","1319+E+41st+St.+Los+Angeles+Ca+90011",640,4,12
"90001","1319+E+41st+St.+Los+Angeles+Ca+90011",640,4,19
"90001","650+S.+Union+Ave.+Los+Angeles+CA+90017",1684,4,13
"90001","2265+E.+103rd+St+Los+Angeles+CA+90002",617,4,14
"90001","325+E+111th+St+Los+Angeles+CA+90061",764,4,15
"90001","4131+S+Vermont+Ave+Los+Angeles+Ca+90037",1145,4,16
"90001","1650+E.+104th+St.+Los+Angeles+CA+90002",457,4,17
"90001","1200+Plaza+del+Sol+Los+Angeles+CA+90033",1574,4,18
"90001","4505+S.+Raymond+Ave.+Los+Angeles+CA+90037",1140,4,20
"90001","3201+W.+8th+St.+Los+Angeles+CA+90010",1851,4,21
"90001","1700+W+46TH+ST+Los+Angeles+CA+90062",1256,4,22
"90001","456+S+Mathews+St+Los+Angeles+CA+90033",1374,4,23
"90001","1921+S+Maple+Ave.+Los+Angeles+CA+90011",1081,4,25
"90001","725+S.+Indiana+St.+Los+Angeles+CA+90023",1421,4,26
"90001","152+N.+Vermont+Ave.+Los+Angeles+CA+90004",2088,4,27
"90001","144+E+118th+St+Los+Angeles+CA+90061",876,4,28
"90001","1940+E+111TH+St.+LOS+ANGELES+CA+90059",633,4,29
"90001","322+LUCAS+AVELOS+ANGELES+CA+90017",1724,4,30
"90001","322+LUCAS+AVELOS+ANGELES+CA+90017",1724,4,31
"90001","322+LUCAS+AVELOS+ANGELES+CA+90017",1724,4,32
"90001","322+LUCAS+AVELOS+ANGELES+CA+90017",1724,4,33
"91732","147+E.+107th+Street+Los+Angeles+CA+90003",2444,49,1
"91732","10915+S.+Mc+Kinley+Ave.+Los+Angeles+CA+90059",2287,49,2
"91732","405+E+122nd+St+Los+Angeles+Ca+90061",2325,49,3
"91732","330+E.+93rd+St+Los+Angeles+CA+90003",2491,49,4
"91732","1575+W+2nd.+ST+Los+Angeles+CA+90026",2038,49,5
"91732","1575+W+2nd.+ST+Los+Angeles+CA+90026",2038,49,24
"91732","4410+McKinley+Ave+Los+Angeles+CA+90011",2003,49,6
"91732","3500+S.+Hill+St.+Los+Angeles+CA+90007",1885,49,8
"91732","1515+E.+104th+St.+Los+Angeles+CA+90002",2281,49,9
"91732","234+E+112TH+ST+LOS+ANGELES+CA+90061",2369,49,10
"91732","2510+E.+Sixth+St.+Los+Angeles+CA+90023",1327,49,11
"91732","1319+E+41st+St.+Los+Angeles+Ca+90011",1800,49,12
"91732","1319+E+41st+St.+Los+Angeles+Ca+90011",1800,49,19
"91732","650+S.+Union+Ave.+Los+Angeles+CA+90017",1963,49,13
"91732","2265+E.+103rd+St+Los+Angeles+CA+90002",2159,49,14
"91732","325+E+111th+St+Los+Angeles+CA+90061",2354,49,15
"91732","4131+S+Vermont+Ave+Los+Angeles+Ca+90037",2143,49,16
"91732","1650+E.+104th+St.+Los+Angeles+CA+90002",2155,49,17
"91732","1200+Plaza+del+Sol+Los+Angeles+CA+90033",1334,49,18
"91732","4505+S.+Raymond+Ave.+Los+Angeles+CA+90037",2313,49,20
"91732","3201+W.+8th+St.+Los+Angeles+CA+90010",2280,49,21
"91732","1700+W+46TH+ST+Los+Angeles+CA+90062",2412,49,22
"91732","456+S+Mathews+St+Los+Angeles+CA+90033",1353,49,23
"91732","1921+S+Maple+Ave.+Los+Angeles+CA+90011",1719,49,25
"91732","725+S.+Indiana+St.+Los+Angeles+CA+90023",1146,49,26
"91732","152+N.+Vermont+Ave.+Los+Angeles+CA+90004",2117,49,27
"91732","144+E+118th+St+Los+Angeles+CA+90061",2338,49,28
"91732","1940+E+111TH+St.+LOS+ANGELES+CA+90059",2109,49,29
"91732","322+LUCAS+AVELOS+ANGELES+CA+90017",1935,49,30
"91732","322+LUCAS+AVELOS+ANGELES+CA+90017",1935,49,31
"91732","322+LUCAS+AVELOS+ANGELES+CA+90017",1935,49,32
"91732","322+LUCAS+AVELOS+ANGELES+CA+90017",1935,49,33
"91791","147+E.+107th+Street+Los+Angeles+CA+90003",2813,50,1
"91791","10915+S.+Mc+Kinley+Ave.+Los+Angeles+CA+90059",2690,50,2
"91791","405+E+122nd+St+Los+Angeles+Ca+90061",2578,50,3
"91791","330+E.+93rd+St+Los+Angeles+CA+90003",2891,50,4
"91791","1575+W+2nd.+ST+Los+Angeles+CA+90026",2347,50,5
"91791","1575+W+2nd.+ST+Los+Angeles+CA+90026",2347,50,24
