acm_id,Full.Name,Home.Address,School.Address,School,Commute.Time,Mode,Stutus,Commute.Rank
55,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,2180,driving,OK,18
55,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,2237,driving,OK,19
55,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,2299,driving,OK,20
55,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,2339,driving,OK,21
55,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,2472,driving,OK,22
55,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,2477,driving,OK,23
55,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,2509,driving,OK,24
55,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,2873,driving,OK,25
55,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,3265,driving,OK,26
56,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,378,driving,OK,1
56,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,520,driving,OK,2
56,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,1195,driving,OK,3
56,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,1426,driving,OK,4
56,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,1650,driving,OK,5
56,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,1765,driving,OK,6
56,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,1774,driving,OK,7
56,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,1808,driving,OK,8
56,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,1816,driving,OK,9
56,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,1889,driving,OK,10
56,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,2176,driving,OK,11
56,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,2748,driving,OK,12
56,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,2954,driving,OK,13
56,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,3063,driving,OK,14
56,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,3126,driving,OK,15
56,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,3205,driving,OK,16
56,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,3215,driving,OK,17
56,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,3360,driving,OK,18
56,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,3372,driving,OK,19
56,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,3421,driving,OK,20
56,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,3439,driving,OK,21
56,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,3501,driving,OK,22
56,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,3698,driving,OK,23
56,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,3735,driving,OK,24
56,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,3836,driving,OK,25
56,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,4356,driving,OK,26
57,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,650,driving,OK,1
57,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,692,driving,OK,2
57,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,884,driving,OK,3
57,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,941,driving,OK,4
57,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,979,driving,OK,5
57,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,1078,driving,OK,6
57,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,1133,driving,OK,7
57,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,1153,driving,OK,8
57,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,1202,driving,OK,9
57,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,1260,driving,OK,10
57,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,2001,driving,OK,11
57,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,2169,driving,OK,12
57,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,2300,driving,OK,13
57,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,2343,driving,OK,14
57,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,2424,driving,OK,15
57,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,2472,driving,OK,16
57,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,2511,driving,OK,17
57,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,2527,driving,OK,18
57,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,2562,driving,OK,19
57,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,2573,driving,OK,20
57,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,2707,driving,OK,21
57,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,2726,driving,OK,22
57,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,2763,driving,OK,23
57,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,2801,driving,OK,24
57,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,2850,driving,OK,25
57,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,3686,driving,OK,26
58,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,285,driving,OK,1
58,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,2322,driving,OK,2
58,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,2855,driving,OK,3
58,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,2866,driving,OK,4
58,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,2959,driving,OK,5
58,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,3032,driving,OK,6
58,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,3137,driving,OK,7
58,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,3217,driving,OK,8
58,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,3237,driving,OK,9
58,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,3299,driving,OK,10
58,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,3332,driving,OK,11
58,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,3355,driving,OK,12
58,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,3418,driving,OK,13
58,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,3436,driving,OK,14
58,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,3458,driving,OK,15
58,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,3463,driving,OK,16
58,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,3530,driving,OK,17
58,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,3544,driving,OK,18
58,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,3567,driving,OK,19
58,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,3580,driving,OK,20
58,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,3706,driving,OK,21
58,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,3748,driving,OK,22
58,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,3874,driving,OK,23
58,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,4070,driving,OK,24
58,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,4200,driving,OK,25
58,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,4722,driving,OK,26
59,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,340,driving,OK,1
59,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,718,driving,OK,2
59,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,813,driving,OK,3
59,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,1000,driving,OK,4
59,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,1246,driving,OK,5
59,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,1390,driving,OK,6
59,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,1437,driving,OK,7
59,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,1449,driving,OK,8
59,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,1507,driving,OK,9
59,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,1622,driving,OK,10
59,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,2386,driving,OK,11
59,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,2423,driving,OK,12
59,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,2592,driving,OK,13
59,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,2659,driving,OK,14
59,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,2700,driving,OK,15
59,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,2840,driving,OK,16
59,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,2859,driving,OK,17
59,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,2875,driving,OK,18
59,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,2954,driving,OK,19
59,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,2964,driving,OK,20
59,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,3087,driving,OK,21
59,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,3122,driving,OK,22
59,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,3142,driving,OK,23
59,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,3165,driving,OK,24
59,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,3240,driving,OK,25
59,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,3995,driving,OK,26
60,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,362,driving,OK,1
60,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,508,driving,OK,2
60,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,561,driving,OK,3
60,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,698,driving,OK,4
60,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,830,driving,OK,5
60,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,1102,driving,OK,6
60,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,1135,driving,OK,7
60,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,1302,driving,OK,8
60,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,1343,driving,OK,9
60,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,1384,driving,OK,10
60,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,1385,driving,OK,11
60,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,1501,driving,OK,12
60,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,1574,driving,OK,13
60,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,1629,driving,OK,14
60,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,1684,driving,OK,15
60,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,1690,driving,OK,16
60,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,1690,driving,OK,16
60,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,1780,driving,OK,18
60,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,1809,driving,OK,19
60,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,1883,driving,OK,20
60,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,1939,driving,OK,21
60,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,2071,driving,OK,22
60,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,2230,driving,OK,23
60,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,2519,driving,OK,24
60,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,2756,driving,OK,25
60,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,2786,driving,OK,26
61,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,439,driving,OK,1
61,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,723,driving,OK,2
61,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,869,driving,OK,3
61,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,966,driving,OK,4
61,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,989,driving,OK,5
61,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,1733,driving,OK,6
61,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,1823,driving,OK,7
61,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,1853,driving,OK,8
61,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,1891,driving,OK,9
61,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,1918,driving,OK,10
61,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,2465,driving,OK,11
61,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,2770,driving,OK,12
61,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,2919,driving,OK,13
61,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,3050,driving,OK,14
61,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,3124,driving,OK,15
61,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,3270,driving,OK,16
61,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,3270,driving,OK,16
61,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,3272,driving,OK,18
61,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,3324,driving,OK,19
61,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,3355,driving,OK,20
61,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,3450,driving,OK,21
61,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,3582,driving,OK,22
61,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,3617,driving,OK,23
61,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,3628,driving,OK,24
61,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,3747,driving,OK,25
61,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,4425,driving,OK,26
62,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,70,driving,OK,1
62,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,298,driving,OK,2
62,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,488,driving,OK,3
62,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,664,driving,OK,4
62,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,742,driving,OK,5
62,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,810,driving,OK,6
62,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,933,driving,OK,7
62,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,947,driving,OK,8
62,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,996,driving,OK,9
62,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,999,driving,OK,10
62,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,1072,driving,OK,11
62,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,1262,driving,OK,12
62,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,1279,driving,OK,13
62,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,1610,driving,OK,14
62,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,1661,driving,OK,15
62,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,1669,driving,OK,16
62,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,1770,driving,OK,17
62,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,1942,driving,OK,18
62,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,2008,driving,OK,19
62,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,2123,driving,OK,20
62,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,2582,driving,OK,21
62,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,2587,driving,OK,22
62,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,2602,driving,OK,23
62,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,2749,driving,OK,24
62,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,3228,driving,OK,25
62,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,3242,driving,OK,26
63,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,547,driving,OK,1
63,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,703,driving,OK,2
63,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,767,driving,OK,3
63,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,890,driving,OK,4
63,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,1012,driving,OK,5
63,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,1022,driving,OK,6
63,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,1096,driving,OK,7
63,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,1251,driving,OK,8
63,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,1253,driving,OK,9
63,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,1264,driving,OK,10
63,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,1349,driving,OK,11
63,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,1427,driving,OK,12
63,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,1613,driving,OK,13
63,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,1639,driving,OK,14
63,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,1669,driving,OK,15
63,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,1781,driving,OK,16
63,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,1822,driving,OK,17
63,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,1861,driving,OK,18
63,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,1862,driving,OK,19
63,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,1901,driving,OK,20
63,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,1966,driving,OK,21
63,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,2050,driving,OK,22
63,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,2513,driving,OK,23
63,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,2744,driving,OK,24
63,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,2758,driving,OK,25
63,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,2810,driving,OK,26
64,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,622,driving,OK,1
64,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,703,driving,OK,2
64,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,872,driving,OK,3
64,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,1021,driving,OK,4
64,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,1069,driving,OK,5
64,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,1148,driving,OK,6
64,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,1169,driving,OK,7
64,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,1240,driving,OK,8
64,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,1297,driving,OK,9
64,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,1300,driving,OK,10
64,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,2120,driving,OK,11
64,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,2290,driving,OK,12
64,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,2388,driving,OK,13
64,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,2410,driving,OK,14
64,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,2449,driving,OK,15
64,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,2586,driving,OK,16
64,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,2634,driving,OK,17
64,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,2637,driving,OK,18
64,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,2652,driving,OK,19
64,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,2734,driving,OK,20
64,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,2825,driving,OK,21
64,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,2922,driving,OK,22
64,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,2926,driving,OK,23
64,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,2949,driving,OK,24
64,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,3050,driving,OK,25
64,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,3789,driving,OK,26
65,,,6311+South+Calumet+Chicago+IL+60637,Dulles School of Excellence,227,driving,OK,1
65,,,936+East+54th+St+Chicago+IL+60615,Kozminski Elementary Community Academy,460,driving,OK,2
65,,,4214+S.+Saint+Lawrence+Ave+Chicago+IL+60653,Fuller School of Excellence,517,driving,OK,3
65,,,5515+S+Lowe+Ave+Chicago+IL+60621,John Hope College Prepatory High School,564,driving,OK,4
65,,,244+E.+Pershing+Road+Chicago+IL+60653,Wendell Phillips Academy,591,driving,OK,5
65,,,7240+S+Wabash+Ave+Chicago+IL+60619,Charles S Deneen School of Excellence,614,driving,OK,6
65,,,6006+S.+Peoria+St.+Chicago+IL+60621,Nicholson STEM Academy,617,driving,OK,7
65,,,6010+South+Throop+Street+Chicago+IL+60636,Anna R. Langford Community Academy,690,driving,OK,8
65,,,1000+West+52nd+Street+Chicago+IL+60609,The Sherman School of Excellence,828,driving,OK,9
65,,,6940+South+Merrill+Avenue+Chicago+IL+60649,O'Keeffe School of Excellence,913,driving,OK,10
65,,,7424+S+Morgan+St+Chicago+IL+60621,Amos Alonzo Stagg Elementary School of Excellence,955,driving,OK,11
65,,,7736+S+Burnham+Ave+Chicago+IL+60647,Myra Bradwell School of Excellence,1040,driving,OK,12
65,,,5630+South+Rockwell+Street+Chicago+IL+60629,Gage Park High School,1114,driving,OK,13
65,,,6550+S+Richmond+St+Chicago+IL+60629,Marquette School of Excellence,1361,driving,OK,14
65,,,32+E.+115th+Street+Chicago+IL+60628,Curtis School of Excellence,1575,driving,OK,15
65,,,2745+W+Roosevelt+Rd+Chicago+IL+60608,Chalmers School of Excellence,1750,driving,OK,16
65,,,1313+S+Sacramento+Dr+Chicago+IL+60623,Collins Academy High School,1909,driving,OK,17
65,,,1420+S.+Albany+Chicago+IL+60623,Johnson School of Excellence,2029,driving,OK,18
65,,,3615+West+16th+Street+Chicago+IL+60623,Dvorak School of Excellence,2192,driving,OK,19
65,,,3711+West+Douglas+Boulevard+Chicago+IL+60612,Herzl School of Excellence,2335,driving,OK,20
65,,,1040+N+Keeler+Ave+Chicago+IL+60651,Brian Piccolo Elementary School of Excellence,2815,driving,OK,21
65,,,4820+West+Walton+Chicago+IL+60651,McNair School of Excellence,2886,driving,OK,22
65,,,720+North+Lorel+Avenue+Chicago+IL+60644,Howe School of Excellence,3008,driving,OK,23
65,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,3185,driving,OK,24
65,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,3407,driving,OK,25
65,,,3601+North+Milwaukee+Avenue+Chicago+IL+60641,Schurz High School,3456,driving,OK,26
66,,,4343+West+Wrightwood+Chicago+IL+60639,Kelvyn Park High School,1568,driving,OK,1
66,,,6631+N+Bosworth+Ave+Chicago+IL+60626,Sullivan High School,1598,driving,OK,2
