"","X","placement","Manual.Placement","acm_id","Math.Confidence","Ed_HS","Ed_SomeCol","Ed_Col","HasTutored","SpanishAble","Lang_Other","Male","Other.Gender","Race.Ethnicity.Hispanic","Race.Ethnicity.Asian","Race.Ethnicity.White","Race.Ethnicity.Black","Birth.Date","days_old","Manual.Placement_id","School","size","span","X..Hispanic","HSGrad_tgt","SomeCol_tgt","TutExp","SpanishNeed","OtherLang_tgt","Math_tgt","Male_tgt","acm_dest_id","dist"
"252",252,30,NA,146,0,0,0,1,0,1,0,1,0,1,0,0,0,"05/29/1994",8412,NA,"Miguel Contreras - Business and Tourism",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"146 - 30",8.8
"253",253,30,NA,76,1,0,0,1,0,0,0,0,0,0,0,0,0,"09/07/1995",7946,NA,"Miguel Contreras - Business and Tourism",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"76 - 30",11.2
"254",254,30,"Miguel Contreras - Business and Tourism",330,1,0,0,1,1,1,0,0,0,1,0,0,0,"02/07/1994",8523,30,"Miguel Contreras - Business and Tourism",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"330 - 30",0
"255",255,31,NA,119,1,0,0,1,0,1,0,0,0,1,0,0,0,"04/17/1996",7723,NA,"Miguel Contreras - Global Studies",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"119 - 31",0
"256",256,31,NA,9044,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Miguel Contreras - Global Studies",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"9044 - 31",0
"257",257,31,NA,31,1,0,0,1,0,0,0,0,0,0,0,0,0,"12/26/1995",7836,NA,"Miguel Contreras - Global Studies",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"31 - 31",1.3
"258",258,31,NA,75,1,0,1,0,0,0,0,1,0,0,0,1,0,"01/11/1997",7454,NA,"Miguel Contreras - Global Studies",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"75 - 31",0
"259",259,31,NA,140,0,0,0,1,0,0,0,0,0,0,1,0,0,"01/18/1995",8178,NA,"Miguel Contreras - Global Studies",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"140 - 31",0
"260",260,31,"Miguel Contreras - Global Studies",356,0,0,0,1,0,0,0,0,0,1,0,0,0,"12/23/1991",9300,31,"Miguel Contreras - Global Studies",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"356 - 31",0
"261",261,32,NA,52,1,0,0,1,0,1,0,0,0,0,0,0,0,"06/18/1995",8027,NA,"Miguel Contreras - School of Social Justice",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"52 - 32",0
"262",262,32,NA,51,0,0,0,1,0,0,0,1,0,0,0,0,1,"05/27/1993",8779,NA,"Miguel Contreras - School of Social Justice",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"51 - 32",0
"263",263,32,NA,27,1,0,0,1,0,0,0,0,0,1,0,0,0,"01/05/1995",8191,NA,"Miguel Contreras - School of Social Justice",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"27 - 32",14.8
"264",264,32,NA,44,1,0,0,1,0,0,0,0,0,0,1,0,0,"09/09/1995",7944,NA,"Miguel Contreras - School of Social Justice",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"44 - 32",0
"265",265,32,"Miguel Contreras - School of Social Justice",360,1,0,0,1,1,1,0,0,0,1,0,0,0,"07/19/1994",8361,32,"Miguel Contreras - School of Social Justice",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"360 - 32",0
"266",266,32,NA,95,0,0,0,1,0,0,0,0,0,0,0,1,0,"02/15/1994",8515,NA,"Miguel Contreras - School of Social Justice",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"95 - 32",0
"267",267,33,NA,9006,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,"Miguel Contreras - Academic Leadership",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"9006 - 33",0
"268",268,33,NA,50,1,0,0,1,0,0,1,1,0,0,1,0,0,"10/18/1995",7905,NA,"Miguel Contreras - Academic Leadership",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"50 - 33",23.8
"269",269,33,NA,29,1,0,0,1,0,0,0,0,0,0,0,0,0,"12/03/1994",8224,NA,"Miguel Contreras - Academic Leadership",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"29 - 33",28.3
"270",270,33,NA,26,1,0,0,1,0,0,0,0,0,0,0,0,1,"08/30/1994",8319,NA,"Miguel Contreras - Academic Leadership",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"26 - 33",0
"271",271,33,"Miguel Contreras - Academic Leadership",359,1,0,0,1,0,1,0,0,0,1,0,0,0,"10/08/1994",8280,33,"Miguel Contreras - Academic Leadership",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"359 - 33",0
"272",272,33,NA,108,0,0,0,1,0,0,0,0,0,0,0,1,0,"06/12/1995",8033,NA,"Miguel Contreras - Academic Leadership",6,"High",0.85,0,0.32579185520362,0.352941176470588,2.15063677717841,0.298642533936652,4.20814479638009,1.46606334841629,"108 - 33",0
